user_id,event,timestamp,country,channel,device_type,age_group,level_number,session_count,session_duration_sec,days_since_install,ad_type,ads_shown_count,is_churned
U000029,signup_complete,2024-01-25 00:21:00,Other,app_store_search,android,35-44,,1,,0,,,False
U000029,tutorial_complete,2024-01-25 00:35:00,Other,app_store_search,android,35-44,0.0,1,147.0,0,,,False
U000029,level_complete,2024-01-28 11:03:00,Other,app_store_search,android,35-44,7.0,3,403.0,3,,,False
U000029,ad_impression,2024-01-28 11:11:00,Other,app_store_search,android,35-44,7.0,3,403.0,3,rewarded,3.0,False
U000029,ad_reward_claimed,2024-01-28 11:11:23,Other,app_store_search,android,35-44,7.0,3,403.0,3,rewarded,3.0,False
U000030,app_install,2024-01-10 03:00:00,DE,organic,ios,25-34,,1,,0,,,False
U000030,app_open,2024-01-10 03:28:00,DE,organic,ios,25-34,,1,,0,,,False
U000030,signup_complete,2024-01-10 03:29:00,DE,organic,ios,25-34,,1,,0,,,False
U000030,tutorial_complete,2024-01-10 03:40:00,DE,organic,ios,25-34,0.0,1,548.0,0,,,False
U000030,level_complete,2024-01-10 13:10:00,DE,organic,ios,25-34,7.0,4,1165.0,0,,,False
U000030,ad_impression,2024-01-10 13:24:00,DE,organic,ios,25-34,7.0,4,1165.0,0,interstitial,3.0,False
U000031,app_install,2024-02-19 02:00:00,DE,app_store_search,android,18-24,,1,,0,,,False
U000032,app_install,2024-02-28 02:00:00,US,paid_social,ios,35-44,,1,,0,,,False
U000032,app_open,2024-02-28 02:24:00,US,paid_social,ios,35-44,,1,,0,,,False
U000033,app_install,2024-03-12 03:00:00,US,paid_social,android,18-24,,1,,0,,,False
U000033,app_open,2024-03-12 03:10:00,US,paid_social,android,18-24,,1,,0,,,False
U000033,signup_complete,2024-03-12 03:11:00,US,paid_social,android,18-24,,1,,0,,,False
U000033,tutorial_complete,2024-03-12 03:22:00,US,paid_social,android,18-24,0.0,1,151.0,0,,,False
U000034,app_install,2024-01-08 00:00:00,US,organic,ios,18-24,,1,,0,,,False
U000034,app_open,2024-01-08 00:17:00,US,organic,ios,18-24,,1,,0,,,False
U000035,app_install,2024-03-08 01:00:00,BR,influencer,android,45+,,1,,0,,,False
U000035,app_open,2024-03-08 01:17:00,BR,influencer,android,45+,,1,,0,,,False
U000035,signup_complete,2024-03-08 01:20:00,BR,influencer,android,45+,,1,,0,,,False
U000035,tutorial_complete,2024-03-08 01:24:00,BR,influencer,android,45+,0.0,1,465.0,0,,,False
U000036,app_install,2024-02-21 00:00:00,Other,organic,android,18-24,,1,,0,,,False
U000037,app_install,2024-03-13 01:00:00,IN,organic,android,25-34,,1,,0,,,False
U000037,app_open,2024-03-13 01:02:00,IN,organic,android,25-34,,1,,0,,,False
U000038,app_install,2024-02-23 02:00:00,US,organic,ios,18-24,,1,,0,,,False
U000038,app_open,2024-02-23 02:07:00,US,organic,ios,18-24,,1,,0,,,False
U000038,signup_complete,2024-02-23 02:13:00,US,organic,ios,18-24,,1,,0,,,False
U000038,tutorial_complete,2024-02-23 02:22:00,US,organic,ios,18-24,0.0,1,187.0,0,,,False
U000038,level_complete,2024-02-23 15:59:00,US,organic,ios,18-24,13.0,1,199.0,0,,,False
U000038,ad_impression,2024-02-23 16:19:00,US,organic,ios,18-24,13.0,1,199.0,0,interstitial,2.0,False
U000039,app_install,2024-03-05 02:00:00,US,paid_social,ios,18-24,,1,,0,,,False
U000039,app_open,2024-03-05 02:12:00,US,paid_social,ios,18-24,,1,,0,,,False
U000040,app_install,2024-02-01 02:00:00,PH,influencer,android,35-44,,1,,0,,,False
U000040,app_open,2024-02-01 02:15:00,PH,influencer,android,35-44,,1,,0,,,False
U000041,app_install,2024-02-08 00:00:00,IN,paid_social,android,25-34,,1,,0,,,False
U000042,app_install,2024-03-11 02:00:00,US,app_store_search,android,18-24,,1,,0,,,False
U000042,app_open,2024-03-11 02:04:00,US,app_store_search,android,18-24,,1,,0,,,False
U000043,app_install,2024-01-18 02:00:00,US,paid_social,ios,13-17,,1,,0,,,False
U000043,app_open,2024-01-18 02:04:00,US,paid_social,ios,13-17,,1,,0,,,False
U000044,app_install,2024-01-20 02:00:00,BR,organic,android,18-24,,1,,0,,,False
U000044,app_open,2024-01-20 02:07:00,BR,organic,android,18-24,,1,,0,,,False
U000045,app_install,2024-01-27 02:00:00,PH,paid_social,ios,18-24,,1,,0,,,False
U000045,app_open,2024-01-27 02:09:00,PH,paid_social,ios,18-24,,1,,0,,,False
U000046,app_install,2024-01-07 00:00:00,IN,organic,ios,35-44,,1,,0,,,False
U000046,app_open,2024-01-07 00:27:00,IN,organic,ios,35-44,,1,,0,,,False
U000046,signup_complete,2024-01-07 00:28:00,IN,organic,ios,35-44,,1,,0,,,False
U000046,tutorial_complete,2024-01-07 00:33:00,IN,organic,ios,35-44,0.0,1,446.0,0,,,False
U000047,app_install,2024-01-21 03:00:00,US,influencer,ios,25-34,,1,,0,,,False
U000047,app_open,2024-01-21 03:14:00,US,influencer,ios,25-34,,1,,0,,,False
U000047,signup_complete,2024-01-21 03:16:00,US,influencer,ios,25-34,,1,,0,,,False
U000047,tutorial_complete,2024-01-21 03:30:00,US,influencer,ios,25-34,0.0,1,582.0,0,,,False
U000047,level_complete,2024-01-21 15:37:00,US,influencer,ios,25-34,9.0,2,1060.0,0,,,False
U000047,ad_impression,2024-01-21 15:48:00,US,influencer,ios,25-34,9.0,2,1060.0,0,rewarded,1.0,False
U000048,app_install,2024-01-27 01:00:00,BR,organic,android,45+,,1,,0,,,False
U000048,app_open,2024-01-27 01:12:00,BR,organic,android,45+,,1,,0,,,False
U000049,app_install,2024-02-22 01:00:00,Other,paid_social,android,18-24,,1,,0,,,False
U000050,app_install,2024-01-31 01:00:00,MX,app_store_search,ios,35-44,,1,,0,,,False
U000051,app_install,2024-01-23 03:00:00,PH,organic,android,45+,,1,,0,,,False
U000051,app_open,2024-01-23 03:24:00,PH,organic,android,45+,,1,,0,,,False
U000052,app_install,2024-02-22 01:00:00,ID,organic,android,25-34,,1,,0,,,False
U000052,app_open,2024-02-22 01:26:00,ID,organic,android,25-34,,1,,0,,,False
U000053,app_install,2024-02-18 00:00:00,US,organic,android,35-44,,1,,0,,,False
U000053,app_open,2024-02-18 00:08:00,US,organic,android,35-44,,1,,0,,,False
U000053,signup_complete,2024-02-18 00:16:00,US,organic,android,35-44,,1,,0,,,False
U000053,tutorial_complete,2024-02-18 00:31:00,US,organic,android,35-44,0.0,1,566.0,0,,,False
U000053,level_complete,2024-02-18 13:25:00,US,organic,android,35-44,6.0,3,322.0,0,,,False
U000054,app_install,2024-02-05 02:00:00,PH,organic,ios,18-24,,1,,0,,,False
U000054,app_open,2024-02-05 02:13:00,PH,organic,ios,18-24,,1,,0,,,False
U000055,app_install,2024-03-09 02:00:00,IN,influencer,android,35-44,,1,,0,,,False
U000056,app_install,2024-01-15 02:00:00,PH,paid_social,android,18-24,,1,,0,,,False
U000056,app_open,2024-01-15 02:09:00,PH,paid_social,android,18-24,,1,,0,,,False
U000056,signup_complete,2024-01-15 02:19:00,PH,paid_social,android,18-24,,1,,0,,,False
U000056,tutorial_complete,2024-01-15 02:33:00,PH,paid_social,android,18-24,0.0,1,522.0,0,,,False
U000056,level_complete,2024-01-16 18:07:00,PH,paid_social,android,18-24,7.0,5,569.0,1,,,False
U000056,ad_impression,2024-01-16 18:22:00,PH,paid_social,android,18-24,7.0,5,569.0,1,rewarded,4.0,False
U000056,ad_reward_claimed,2024-01-16 18:22:17,PH,paid_social,android,18-24,7.0,5,569.0,1,rewarded,4.0,False
U000057,app_install,2024-02-12 02:00:00,US,organic,ios,18-24,,1,,0,,,False
U000057,app_open,2024-02-12 02:04:00,US,organic,ios,18-24,,1,,0,,,False
U000057,signup_complete,2024-02-12 02:09:00,US,organic,ios,18-24,,1,,0,,,False
U000057,tutorial_complete,2024-02-12 02:22:00,US,organic,ios,18-24,0.0,1,329.0,0,,,False
U000057,level_complete,2024-02-13 18:08:00,US,organic,ios,18-24,4.0,4,1541.0,1,,,False
U000057,ad_impression,2024-02-13 18:15:00,US,organic,ios,18-24,4.0,4,1541.0,1,interstitial,5.0,False
U000058,app_install,2024-01-01 02:00:00,FR,paid_social,ios,25-34,,1,,0,,,False
U000058,app_open,2024-01-01 02:14:00,FR,paid_social,ios,25-34,,1,,0,,,False
U000059,app_install,2024-03-18 02:00:00,ID,paid_social,android,35-44,,1,,0,,,False
U000059,app_open,2024-03-18 02:15:00,ID,paid_social,android,35-44,,1,,0,,,False
U000060,app_install,2024-03-06 03:00:00,IN,organic,android,18-24,,1,,0,,,False
U000061,app_install,2024-01-22 00:00:00,Other,app_store_search,ios,18-24,,1,,0,,,False
U000061,app_open,2024-01-22 00:22:00,Other,app_store_search,ios,18-24,,1,,0,,,False
U000062,app_install,2024-02-12 00:00:00,US,app_store_search,android,45+,,1,,0,,,False
U000062,app_open,2024-02-12 00:25:00,US,app_store_search,android,45+,,1,,0,,,False
U000062,signup_complete,2024-02-12 00:30:00,US,app_store_search,android,45+,,1,,0,,,False
U000062,tutorial_complete,2024-02-12 00:36:00,US,app_store_search,android,45+,0.0,1,195.0,0,,,False
U000062,level_complete,2024-02-12 17:39:00,US,app_store_search,android,45+,14.0,1,1112.0,0,,,False
U000062,ad_impression,2024-02-12 17:59:00,US,app_store_search,android,45+,14.0,1,1112.0,0,rewarded,7.0,False
U000062,ad_reward_claimed,2024-02-12 17:59:22,US,app_store_search,android,45+,14.0,1,1112.0,0,rewarded,7.0,True
U000063,app_install,2024-03-29 00:00:00,Other,app_store_search,android,18-24,,1,,0,,,False
U000064,app_install,2024-01-14 03:00:00,GB,organic,android,25-34,,1,,0,,,False
U000064,app_open,2024-01-14 03:26:00,GB,organic,android,25-34,,1,,0,,,False
U000065,app_install,2024-03-07 03:00:00,Other,influencer,android,13-17,,1,,0,,,False
U000065,app_open,2024-03-07 03:08:00,Other,influencer,android,13-17,,1,,0,,,False
U000066,app_install,2024-01-16 03:00:00,ID,app_store_search,android,25-34,,1,,0,,,False
U000066,app_open,2024-01-16 03:15:00,ID,app_store_search,android,25-34,,1,,0,,,False
U000067,app_install,2024-03-12 02:00:00,FR,influencer,ios,35-44,,1,,0,,,False
U000068,app_install,2024-02-26 03:00:00,IN,organic,ios,35-44,,1,,0,,,False
U000069,app_install,2024-03-11 03:00:00,FR,app_store_search,android,25-34,,1,,0,,,False
U000069,app_open,2024-03-11 03:24:00,FR,app_store_search,android,25-34,,1,,0,,,False
U000070,app_install,2024-02-27 02:00:00,DE,paid_social,ios,35-44,,1,,0,,,False
U000070,app_open,2024-02-27 02:27:00,DE,paid_social,ios,35-44,,1,,0,,,False
U000071,app_install,2024-03-07 03:00:00,FR,organic,android,13-17,,1,,0,,,False
U000071,app_open,2024-03-07 03:09:00,FR,organic,android,13-17,,1,,0,,,False
U000071,signup_complete,2024-03-07 03:14:00,FR,organic,android,13-17,,1,,0,,,False
U000071,tutorial_complete,2024-03-07 03:22:00,FR,organic,android,13-17,0.0,1,283.0,0,,,False
U000072,app_install,2024-01-11 01:00:00,ID,organic,android,25-34,,1,,0,,,False
U000072,app_open,2024-01-11 01:13:00,ID,organic,android,25-34,,1,,0,,,False
U000073,app_install,2024-01-28 00:00:00,IN,paid_social,android,13-17,,1,,0,,,False
U000073,app_open,2024-01-28 00:11:00,IN,paid_social,android,13-17,,1,,0,,,False
U000074,app_install,2024-02-23 00:00:00,GB,paid_social,android,25-34,,1,,0,,,False
U000074,app_open,2024-02-23 00:14:00,GB,paid_social,android,25-34,,1,,0,,,False
U000074,signup_complete,2024-02-23 00:24:00,GB,paid_social,android,25-34,,1,,0,,,False
U000075,app_install,2024-01-03 03:00:00,DE,organic,android,13-17,,1,,0,,,False
U000075,app_open,2024-01-03 03:12:00,DE,organic,android,13-17,,1,,0,,,False
U000075,signup_complete,2024-01-03 03:19:00,DE,organic,android,13-17,,1,,0,,,False
U000076,app_install,2024-02-23 01:00:00,US,paid_social,android,25-34,,1,,0,,,False
U000076,app_open,2024-02-23 01:09:00,US,paid_social,android,25-34,,1,,0,,,False
U000076,signup_complete,2024-02-23 01:10:00,US,paid_social,android,25-34,,1,,0,,,False
U000076,tutorial_complete,2024-02-23 01:23:00,US,paid_social,android,25-34,0.0,1,467.0,0,,,False
U000077,app_install,2024-01-22 03:00:00,MX,app_store_search,android,18-24,,1,,0,,,False
U000078,app_install,2024-03-20 00:00:00,DE,organic,android,13-17,,1,,0,,,False
U000079,app_install,2024-03-16 00:00:00,US,app_store_search,ios,35-44,,1,,0,,,False
U000079,app_open,2024-03-16 00:14:00,US,app_store_search,ios,35-44,,1,,0,,,False
U000079,signup_complete,2024-03-16 00:22:00,US,app_store_search,ios,35-44,,1,,0,,,False
U000079,tutorial_complete,2024-03-16 00:29:00,US,app_store_search,ios,35-44,0.0,1,314.0,0,,,False
U000079,level_complete,2024-03-16 15:48:00,US,app_store_search,ios,35-44,15.0,4,749.0,0,,,False
U000079,ad_impression,2024-03-16 16:03:00,US,app_store_search,ios,35-44,15.0,4,749.0,0,rewarded,2.0,False
U000079,ad_reward_claimed,2024-03-16 16:03:38,US,app_store_search,ios,35-44,15.0,4,749.0,0,rewarded,2.0,False
U000080,app_install,2024-02-14 01:00:00,IN,organic,android,18-24,,1,,0,,,False
U000080,app_open,2024-02-14 01:25:00,IN,organic,android,18-24,,1,,0,,,False
U000081,app_install,2024-01-06 00:00:00,BR,influencer,ios,18-24,,1,,0,,,False
U000082,app_install,2024-01-26 00:00:00,Other,influencer,android,25-34,,1,,0,,,False
U000082,app_open,2024-01-26 00:08:00,Other,influencer,android,25-34,,1,,0,,,False
U000082,signup_complete,2024-01-26 00:10:00,Other,influencer,android,25-34,,1,,0,,,False
U000082,tutorial_complete,2024-01-26 00:16:00,Other,influencer,android,25-34,0.0,1,358.0,0,,,False
U000083,app_install,2024-02-17 01:00:00,IN,organic,android,35-44,,1,,0,,,False
U000083,app_open,2024-02-17 01:24:00,IN,organic,android,35-44,,1,,0,,,False
U000084,app_install,2024-01-21 02:00:00,US,organic,android,13-17,,1,,0,,,False
U000084,app_open,2024-01-21 02:01:00,US,organic,android,13-17,,1,,0,,,False
U000085,app_install,2024-03-14 03:00:00,GB,influencer,android,13-17,,1,,0,,,False
U000085,app_open,2024-03-14 03:23:00,GB,influencer,android,13-17,,1,,0,,,False
U000085,signup_complete,2024-03-14 03:33:00,GB,influencer,android,13-17,,1,,0,,,False
U000085,tutorial_complete,2024-03-14 03:46:00,GB,influencer,android,13-17,0.0,1,244.0,0,,,False
U000085,level_complete,2024-03-15 20:38:00,GB,influencer,android,13-17,13.0,1,1339.0,1,,,False
U000085,ad_impression,2024-03-15 20:51:00,GB,influencer,android,13-17,13.0,1,1339.0,1,rewarded,6.0,False
U000085,ad_reward_claimed,2024-03-15 20:51:35,GB,influencer,android,13-17,13.0,1,1339.0,1,rewarded,6.0,False
U000086,app_install,2024-02-23 03:00:00,BR,paid_social,android,25-34,,1,,0,,,False
U000086,app_open,2024-02-23 03:12:00,BR,paid_social,android,25-34,,1,,0,,,False
U000087,app_install,2024-02-28 01:00:00,IN,paid_social,android,13-17,,1,,0,,,False
U000087,app_open,2024-02-28 01:24:00,IN,paid_social,android,13-17,,1,,0,,,False
U000088,app_install,2024-03-24 02:00:00,IN,paid_social,android,35-44,,1,,0,,,False
U000088,app_open,2024-03-24 02:30:00,IN,paid_social,android,35-44,,1,,0,,,False
U000089,app_install,2024-03-02 03:00:00,PH,organic,android,25-34,,1,,0,,,False
U000089,app_open,2024-03-02 03:24:00,PH,organic,android,25-34,,1,,0,,,False
U000090,app_install,2024-02-11 01:00:00,US,paid_social,ios,25-34,,1,,0,,,False
U000090,app_open,2024-02-11 01:03:00,US,paid_social,ios,25-34,,1,,0,,,False
U000090,signup_complete,2024-02-11 01:11:00,US,paid_social,ios,25-34,,1,,0,,,False
U000090,tutorial_complete,2024-02-11 01:21:00,US,paid_social,ios,25-34,0.0,1,411.0,0,,,False
U000090,level_complete,2024-02-11 10:31:00,US,paid_social,ios,25-34,14.0,3,552.0,0,,,False
U000090,ad_impression,2024-02-11 10:44:00,US,paid_social,ios,25-34,14.0,3,552.0,0,interstitial,6.0,False
U000090,ad_reward_claimed,2024-02-11 10:44:34,US,paid_social,ios,25-34,14.0,3,552.0,0,interstitial,6.0,False
U000091,app_install,2024-02-05 00:00:00,IN,paid_social,android,25-34,,1,,0,,,False
U000091,app_open,2024-02-05 00:07:00,IN,paid_social,android,25-34,,1,,0,,,False
U000091,signup_complete,2024-02-05 00:14:00,IN,paid_social,android,25-34,,1,,0,,,False
U000091,tutorial_complete,2024-02-05 00:29:00,IN,paid_social,android,25-34,0.0,1,243.0,0,,,False
U000092,app_install,2024-03-23 03:00:00,Other,paid_social,ios,45+,,1,,0,,,False
U000092,app_open,2024-03-23 03:01:00,Other,paid_social,ios,45+,,1,,0,,,False
U000092,signup_complete,2024-03-23 03:05:00,Other,paid_social,ios,45+,,1,,0,,,False
U000092,tutorial_complete,2024-03-23 03:11:00,Other,paid_social,ios,45+,0.0,1,276.0,0,,,False
U000092,level_complete,2024-03-23 18:33:00,Other,paid_social,ios,45+,6.0,4,1707.0,0,,,False
U000092,ad_impression,2024-03-23 18:46:00,Other,paid_social,ios,45+,6.0,4,1707.0,0,interstitial,5.0,False
U000093,app_install,2024-01-30 00:00:00,US,organic,android,13-17,,1,,0,,,False
U000093,app_open,2024-01-30 00:11:00,US,organic,android,13-17,,1,,0,,,False
U000093,signup_complete,2024-01-30 00:20:00,US,organic,android,13-17,,1,,0,,,False
U000094,app_install,2024-03-29 01:00:00,US,influencer,android,18-24,,1,,0,,,False
U000094,app_open,2024-03-29 01:24:00,US,influencer,android,18-24,,1,,0,,,False
U000094,signup_complete,2024-03-29 01:34:00,US,influencer,android,18-24,,1,,0,,,False
U000095,app_install,2024-03-08 02:00:00,GB,organic,ios,18-24,,1,,0,,,False
U000096,app_install,2024-01-25 02:00:00,US,influencer,android,35-44,,1,,0,,,False
U000096,app_open,2024-01-25 02:06:00,US,influencer,android,35-44,,1,,0,,,False
U000096,signup_complete,2024-01-25 02:15:00,US,influencer,android,35-44,,1,,0,,,False
U000096,tutorial_complete,2024-01-25 02:18:00,US,influencer,android,35-44,0.0,1,147.0,0,,,False
U000096,level_complete,2024-01-26 12:40:00,US,influencer,android,35-44,14.0,4,390.0,1,,,False
U000097,app_install,2024-03-14 02:00:00,MX,app_store_search,android,18-24,,1,,0,,,False
U000097,app_open,2024-03-14 02:15:00,MX,app_store_search,android,18-24,,1,,0,,,False
U000097,signup_complete,2024-03-14 02:16:00,MX,app_store_search,android,18-24,,1,,0,,,False
U000097,tutorial_complete,2024-03-14 02:26:00,MX,app_store_search,android,18-24,0.0,1,178.0,0,,,False
U000098,app_install,2024-02-21 03:00:00,MX,app_store_search,ios,25-34,,1,,0,,,False
U000098,app_open,2024-02-21 03:21:00,MX,app_store_search,ios,25-34,,1,,0,,,False
U000099,app_install,2024-01-20 01:00:00,IN,influencer,android,45+,,1,,0,,,False
U000100,app_install,2024-02-08 00:00:00,GB,paid_social,ios,35-44,,1,,0,,,False
U000101,app_install,2024-01-16 03:00:00,US,app_store_search,android,35-44,,1,,0,,,False
U000101,app_open,2024-01-16 03:26:00,US,app_store_search,android,35-44,,1,,0,,,False
U000101,signup_complete,2024-01-16 03:35:00,US,app_store_search,android,35-44,,1,,0,,,False
U000101,tutorial_complete,2024-01-16 03:45:00,US,app_store_search,android,35-44,0.0,1,272.0,0,,,False
U000101,level_complete,2024-01-19 14:36:00,US,app_store_search,android,35-44,10.0,1,1428.0,3,,,False
U000102,app_install,2024-01-13 01:00:00,IN,app_store_search,android,13-17,,1,,0,,,False
U000102,app_open,2024-01-13 01:09:00,IN,app_store_search,android,13-17,,1,,0,,,False
U000103,app_install,2024-01-21 01:00:00,Other,organic,android,45+,,1,,0,,,False
U000103,app_open,2024-01-21 01:03:00,Other,organic,android,45+,,1,,0,,,False
U000103,signup_complete,2024-01-21 01:10:00,Other,organic,android,45+,,1,,0,,,False
U000103,tutorial_complete,2024-01-21 01:22:00,Other,organic,android,45+,0.0,1,360.0,0,,,False
U000103,level_complete,2024-01-21 21:18:00,Other,organic,android,45+,12.0,4,325.0,0,,,False
U000103,ad_impression,2024-01-21 21:28:00,Other,organic,android,45+,12.0,4,325.0,0,interstitial,4.0,False
U000104,app_install,2024-03-10 01:00:00,Other,paid_social,android,25-34,,1,,0,,,False
